,data,labels,group,generalisation
13099,are there any transaction fees associated with my amex card if i am in belgium,international_fees,train,ID
13100,tell me when my car last had its oil changed,last_maintenance,train,ID
13101,when did i last do maintenance on my car,last_maintenance,train,ID
13102,when did i last take my car in for maintenance,last_maintenance,train,ID
13103,can you find the date of my last oil change,last_maintenance,train,ID
13104,when did i last bring my car in to have it looked at,last_maintenance,train,ID
13105,find the date of the last oil swap for my car,last_maintenance,train,ID
13106,what was the date when i last had my car inspected,last_maintenance,train,ID
13107,how long's it been since my car was at autozone,last_maintenance,train,ID
13108,what's the amount of time since having my car given a once over by a mechanic,last_maintenance,train,ID
13109,when did i last have my vehicle checked on,last_maintenance,train,ID
13110,when did i last bring my car in to get looked over,last_maintenance,train,ID
13111,what date did i last take my car in,last_maintenance,train,ID
13112,how long's it been since i had my car serviced,last_maintenance,train,ID
13113,when was the last time i changed my oil,last_maintenance,train,ID
13114,when did i last have a mechanic check out my car,last_maintenance,train,ID
13115,when did i last service my car with an oil change,last_maintenance,train,ID
13116,what was the last time i had my car at the dealer for repairs,last_maintenance,train,ID
13117,when did i last have my car fixed,last_maintenance,train,ID
13118,what day did i last have a technician check out my vehicle,last_maintenance,train,ID
13119,when did i last have my vehicle serviced,last_maintenance,train,ID
13120,my car was looked at when,last_maintenance,train,ID
13121,let me know when my car was last looked at,last_maintenance,train,ID
13122,when did my car get looked at last,last_maintenance,train,ID
13123,tell me when someone looked at my car last,last_maintenance,train,ID
13124,what date did i have my oil changed last,last_maintenance,train,ID
13125,what day did i change my oil,last_maintenance,train,ID
13126,do you remember when i last changed my oil,last_maintenance,train,ID
13127,was my last oil change on wednesday,last_maintenance,train,ID
13128,when was the last time i had an oil change,last_maintenance,train,ID
13129,how long ago was my car last in the shop,last_maintenance,train,ID
13130,when was the last time i got my oil changed,last_maintenance,train,ID
13131,do you have a date for the last time the car was in the shop,last_maintenance,train,ID
13132,what date was my car last at the mechanics,last_maintenance,train,ID
13133,how long has it been since my oil was changed,last_maintenance,train,ID
13134,how long has it been since my car was in the shop,last_maintenance,train,ID
13135,when did i get my last oil change,last_maintenance,train,ID
13136,what date was my oil last changed,last_maintenance,train,ID
13137,do you remember my last oil change,last_maintenance,train,ID
13138,when was my car in the shop last,last_maintenance,train,ID
13139,when did i last have car maintenance,last_maintenance,train,ID
13140,when was my last maintenance on my car in the shop,last_maintenance,train,ID
13141,when was my car last repaired,last_maintenance,train,ID
13142,when did my oil last get changed,last_maintenance,train,ID
13143,when were my tires changed,last_maintenance,train,ID
13144,when was my car last worked on,last_maintenance,train,ID
13145,"i can't remember when my car last went to the shop, can you find out for me",last_maintenance,train,ID
13146,find out when my most recent oil change occurred,last_maintenance,train,ID
13147,check to see when my car was last in the shop,last_maintenance,train,ID
13148,when was my most recent oil change,last_maintenance,train,ID
13149,i need to know the date of my car's last visit to the shop please,last_maintenance,train,ID
13150,look up the date of my car's most recent visit to the shop,last_maintenance,train,ID
13151,i need to know when i last took my car in for a check up,last_maintenance,train,ID
13152,please tell me when the last time was that my car was in the shop,last_maintenance,train,ID
13153,look up the date of my last oil change,last_maintenance,train,ID
13154,i need you to look up the date of my car's last visit to the shop,last_maintenance,train,ID
13155,find out the last time i had my car checked,last_maintenance,train,ID
13156,do you know when my car was last looked at,last_maintenance,train,ID
13157,do you know when i last took my car in to the shop,last_maintenance,train,ID
13158,"i can't remember when my car was last serviced, can you find out for me",last_maintenance,train,ID
13159,find out how long it has been since my car was last in the shop,last_maintenance,train,ID
13160,please tell me the last time i took my car to the shop,last_maintenance,train,ID
13161,how long has it been since my car was last looked at,last_maintenance,train,ID
13162,tell me the date of my last car check up,last_maintenance,train,ID
13163,i need to know when my oil was last changed,last_maintenance,train,ID
13164,dates for my car in the shop,last_maintenance,train,ID
13165,last time car was in shop,last_maintenance,train,ID
13166,last incident of my car in the shop,last_maintenance,train,ID
13167,when was my car in the shop,last_maintenance,train,ID
13168,when did my car get serviced last,last_maintenance,train,ID
13169,how long has it been since my car was looked at,last_maintenance,train,ID
13170,how long ago did my car get looked at,last_maintenance,train,ID
13171,what was the date of my last auto appointment,last_maintenance,train,ID
13172,when was my last car service date,last_maintenance,train,ID
13173,when did i take to car to the auto shop,last_maintenance,train,ID
13174,when did i have my car looked at,last_maintenance,train,ID
13175,when did i last get my car tuned up,last_maintenance,train,ID
13176,when did i go to the mechanic,last_maintenance,train,ID
13177,when did i take my car to the mechanic,last_maintenance,train,ID
13178,do you know how long its been since i had my oil changed and a tune up,last_maintenance,train,ID
13179,when did last go to the auto repair shop,last_maintenance,train,ID
13180,i need to know when was the last time i had my car checked out for a tune up,last_maintenance,train,ID
13181,tell me the last time i had my car checked out at sam's repair shop,last_maintenance,train,ID
13182,when did i take my car to paul's auto last,last_maintenance,train,ID
13183,when was the last time my car was in the shop,last_maintenance,train,ID
13184,tell me when was car in shop,last_maintenance,train,ID
13185,so when was car in shop,last_maintenance,train,ID
